Numero,Ano,Data,Situacao,Autores,Ementa,Titulo
133,2026,21/08/2026,Em tramitação,Edvaldo Aparecido Carvalho (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de realizar a implantação de um redutor de velocidade (lombada) na Rua José Amatruda, especificamente em frente ao Hotel Santo Sono, visto que o trecho apresenta um fluxo contínuo e intenso de veículos em...",Indicação nº 133/2026
132,2026,21/08/2026,Em tramitação,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de conceder uma gratificação ou bônus financeiro aos servidores municipais do setor da Educação, como forma de reconhecimento e valorização pelo excelente trabalho que resultou nos altos índices de avaliação...",Indicação nº 132/2026
131,2026,19/08/2026,Em tramitação,"Samir Edson Tino (Autor), Edvaldo Aparecido Carvalho (Autor)","Indicamos ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de enviar um Projeto de Lei a esta Casa Legislativa propondo a alteração do Estatuto dos Servidores Públicos Municipais de Junqueirópolis, com o objetivo de aumentar o período da Licença-Gestante de 4 (quatro)...",Indicação nº 131/2026
130,2026,18/08/2026,Em tramitação,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de providenciar melhorias essenciais para o Bairro Pioneiros, contemplando a instalação de iluminação adequada no ponto de ônibus situado ao final do calçamento, a realização de podas frequentes nas árvores das...",Indicação nº 130/2026
129,2026,17/08/2026,Em tramitação,"Teresinha de Lourdes Freitas Regodanso (Autor), Adriano de Marcos Lopes (Autor)","Indicamos ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de realizar o recapeamento asfáltico da Rua Orlando Rodrigues de Freitas, atendendo a um pedido direto e justo dos moradores daquela via.",Indicação nº 129/2026
128,2026,13/08/2026,Encaminhado,Bruno Herreira (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de providenciar a instalação de um sistema de iluminação na praça localizada no Bairro Figueira. Trata-se de uma melhoria muito pedida pelos moradores da região para valorizar o espaço, garantindo mais segurança no...",Indicação nº 128/2026
127,2026,13/08/2026,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal que estude junto ao setor competente da administração, as possibilidades de prosseguir com a revitalização da Praça Álvaro de Oliveira Junqueira. Tal indicação se justifica em razão do projeto inicial de revitalização da praça não ter sido integralmente concluído, apresentando lacunas...",Indicação nº 127/2026
126,2026,06/08/2026,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de instalar um poço artesiano no Bairro Vila São João, com o objetivo de atender a demanda por abastecimento de água dos moradores locais. Segundo informações de moradores, há dois poços artesianos desativados no...",Indicação nº 126/2026
125,2026,06/08/2026,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de promover a retirada das duas primeiras vagas de estacionamento em 45 graus localizadas na Rua Belo Horizonte, especificamente na esquina com a Rua Rui Barbosa, visto que os caminhões e veículos de grande porte...",Indicação nº 125/2026
124,2026,04/08/2026,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de realizar a instalação de um redutor de velocidade na Rua Victor Camargo Bodini, nas proximidades do cruzamento com a Rua Sebastião Rosa dos Santos, no Bairro Frei Galvão, ou que seja conduzido um estudo técnico...",Indicação nº 124/2026
123,2026,03/08/2026,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de realizar a remoção e a realocação dos bancos públicos, bem como o corte das árvores situadas no encontro da Rua Rui Barbosa com a Rua Belo Horizonte. O motivo da solicitação é ajudar os comerciantes locais,...",Indicação nº 123/2026
122,2026,29/07/2026,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de implementar um sistema de avaliação de desempenho de via de mão dupla, permitindo que os funcionários públicos municipais também tenham a oportunidade e o direito de avaliar os seus gestores, coordenadores,...",Indicação nº 122/2026
121,2026,25/07/2026,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de implantar medidas de segurança no trânsito da Avenida João Furini, mais especificamente nas proximidades do Bairro Cristo Redentor, visto que esta é uma via bastante movimentada por dar acesso a diversos bairros...",Indicação nº 121/2026
120,2026,24/07/2026,Encaminhado,Bruno Herreira (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de realizar a instalação de braços de luz e de suas respectivas luminárias na Rua Sergipe, no cruzamento com a Rua Minas Gerais, próximo à EMEI Cristo Redentor. Trata-se de uma melhoria muito pedida pelas famílias...",Indicação nº 120/2026
119,2026,22/07/2026,Encaminhado,Bruno Herreira (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de realizar o recapeamento asfáltico da Rua Vereador Gelso José da Silva, pois trata-se de uma benfeitoria muito esperada pelos moradores e essencial para garantir mais segurança e melhores condições de tráfego...",Indicação nº 119/2026
118,2026,16/06/2026,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de realizar a instalação de três postes de iluminação na área verde do bairro Residencial Carmesim II, uma vez que a atual escuridão durante o período noturno tem atraído pessoas de outras regiões para o consumo de...",Indicação nº 118/2026
117,2026,16/06/2026,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de realizar a pintura das lombadas e de todas as outras sinalizações de solo na estrada conhecida como Salgado Filho, que liga a Rodovia Comandante João Ribeiro de Barros até a Usina Bunge, uma vez que essa é uma...",Indicação nº 117/2026
116,2026,15/06/2026,Encaminhado,"Teresinha de Lourdes Freitas Regodanso (Autor), Adriano de Marcos Lopes (Autor)","Indicamos ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de realizar a instalação de câmeras de segurança e monitoramento no cemitério municipal, sendo esta uma medida muito solicitada pela população e de extrema importância para preservar o espaço, evitar atos de...",Indicação nº 116/2026
115,2026,09/06/2026,Encaminhado,Renato Vieira de Brito (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de realizar ajustes necessários para prolongar o tempo em que os refletores do Estádio Municipal Raphael Capelli permanecem ligados no período noturno, estendendo o horário de desligamento para, pelo menos, as...",Indicação nº 115/2026
114,2026,09/06/2026,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de realizar o planejamento necessário para a instalação de um telão de LED (ou projetor de grande porte), com sistema de som e infraestrutura adequada, na Praça Álvaro de Oliveira Junqueira. O objetivo é realizar a...",Indicação nº 114/2026
113,2026,09/06/2026,Encaminhado,"Reinaldo Codognato (Autor), Samir Edson Tino (Autor), Bruno Herreira (Autor), Elizeu Adriano (Autor)","Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de realizar estudos técnicos viários e a posterior implantação de lombo-faixas (faixas de pedestres elevadas) ou outros redutores de velocidade convenientes em pontos estratégicos ao longo da Rua Rui Barbosa. A...",Indicação nº 113/2026
112,2026,09/06/2026,Encaminhado,"Reinaldo Codognato (Autor), Samir Edson Tino (Autor), Bruno Herreira (Autor), Elizeu Adriano (Autor)","Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de buscar por áreas disponíveis visando a construção de um campo de futebol (ou praça esportiva adequada) no bairro Jardim Campo Belo. A presente propositura atende a um apelo justificado das famílias residentes no...",Indicação nº 112/2026
111,2026,02/06/2026,Encaminhado,"Adriano de Marcos Lopes (Autor), Teresinha de Lourdes Freitas Regodanso (Autor)","Indicamos ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de adotar medidas de segurança e melhorar a sinalização de trânsito no cruzamento da Rua General Osório com a Rua Curitiba, com o objetivo urgente de reduzir os constantes acidentes registrados naquele trecho,...",Indicação nº 111/2026
110,2026,01/06/2026,Encaminhado,"Anderson Marcos Viana (Autor), Edvaldo Aparecido Carvalho (Autor), Renato Vieira de Brito (Autor)","Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de atualizar os valores cobrados pelos serviços de máquinas e caminhões previstos no Decreto n.º 7264, com o objetivo de garantir uma concorrência mais justa, pois os preços atualmente praticados pela Prefeitura...",Indicação nº 110/2026
109,2026,01/06/2026,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de incluir vagas para o cargo de cuidador de crianças com necessidades especiais no próximo concurso público, uma vez que, atualmente, os próprios funcionários das escolas estão precisando se revezar para garantir...",Indicação nº 109/2026
108,2026,25/05/2026,Encaminhado,"Anderson Marcos Viana (Autor), Renato Vieira de Brito (Autor), Edvaldo Aparecido Carvalho (Autor)","Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de realizar a manutenção do horário de expediente das 7h às 17h para as equipes do Setor de Obras. Requer-se, de forma enfática, que nesta organização seja preservada e garantida a tradicional sistemática de...",Indicação nº 108/2026
107,2026,25/05/2026,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de retomar o projeto ""Domingo no Bairro"" em nosso município, envolvendo a participação de todas as diretorias municipais na prestação de serviços itinerantes.  A presente indicação é um apelo de diversos moradores...",Indicação nº 107/2026
106,2026,25/05/2026,Encaminhado,Bruno Herreira (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de ampliar e diversificar as oficinas, projetos e atividades de entretenimento oferecidos no Centro de Convivência do Idoso (CCI) do nosso município. Sugere-se a introdução de novas opções culturais, artísticas e...",Indicação nº 106/2026
105,2026,21/05/2026,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de realizar um estudo abrangente e uma revisão geral nas ruas do município que necessitam de placas indicativas com a respetiva nomenclatura. Requer-se, de forma especial, a instalação da referida sinalização no...",Indicação nº 105/2026
104,2026,19/05/2026,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de intensificar as ações de fiscalização para garantir o cumprimento integral da Lei Municipal nº 3.044/2016. A presente propositura tem o objetivo de cobrar o cumprimento de uma legislação municipal de extrema...",Indicação nº 104/2026
103,2026,19/05/2026,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de viabilizar uma colaboração financeira destinada à Associação Tra Noi de Presidente Prudente/SP. A presente proposição visa dar resposta ao pedido de apoio formulado pela Associação Tra Noi, uma entidade...",Indicação nº 103/2026
102,2026,19/05/2026,Encaminhado,Anderson Marcos Viana (Autor),"Indicamos ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de realizar estudos para a implantação de um ""Centro de Hidratação e Atendimento à Dengue"", dotado de insumos e equipe técnica dedicada exclusivamente ao acolhimento e tratamento desses pacientes. A presente...",Indicação nº 102/2026
101,2026,19/05/2026,Encaminhado,Anderson Marcos Viana (Autor),"Indicamos ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de alterar a denominação da via pública atualmente registrada como ""Rua das Palmeiras"", situada especificamente no bairro Jardim Campo Belo, que passará a denominar-se ""Rua Antonio Beviláqua"". A presente...",Indicação nº 101/2026
100,2026,18/05/2026,Encaminhado,"Teresinha de Lourdes Freitas Regodanso (Autor), Adriano de Marcos Lopes (Autor)","Indicamos ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de instalar ninhos artificiais (caixotes) nas palmeiras imperiais e demais árvores que são constantemente visitadas por araras. Tal indicação se justifica em razão da necessidade de preservar a saúde das...",Indicação nº 100/2025
099,2026,14/05/2026,Encaminhado,Bruno Herreira (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de regulamentar e autorizar a conversão de até 10 (dez) dias de férias dos servidores públicos municipais em abono pecuniário (venda de férias), mediante opção voluntária do trabalhador.  A presente propositura...",Indicação nº 099/2026
098,2026,14/05/2026,Encaminhado,Edvaldo Aparecido Carvalho (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, em caráter de reiteração e complemento à Indicação nº 014/2026, que estude junto ao setor competente da administração, as possibilidades de reparar ou substituir totalmente os bancos e mesas de concreto e azulejo instalados na Praça do Cristo Redentor.  A presente propositura tem...",Indicação nº 098/2026
097,2026,14/05/2026,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de analisar o atual modelo de pagamento de gratificações concedidas aos auxiliares de educação do município. O objetivo é verificar a viabilidade de readequar tais benefícios, com base nas novas disposições e...",Indicação nº 097/2026
096,2026,13/05/2026,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de denominar um espaço público, preferencialmente voltado ao esporte, com o nome de Manoel Ferreira Lins, o eterno “Mané”.  Nascido em Junqueirópolis em 1964, Manoel Ferreira Lins foi um dos maiores expoentes...",Indicação nº 096/2026
095,2026,13/05/2026,Encaminhado,Renato Vieira de Brito (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de adquirir caminhas infantis empilháveis destinadas a todas as creches e Escolas Municipais de Educação Infantil (EMEIs) do nosso município.  A presente propositura tem como objetivo modernizar a infraestrutura...",Indicação nº 095/2026
094,2026,09/05/2026,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de implementar a devida sinalização de solo e placas verticais para proibir o estacionamento de caminhões na Rua César Montroni. Solicita-se que a referida sinalização seja aplicada exclusivamente no trecho...",Indicação nº 094/2026
093,2026,07/05/2026,Encaminhado,Bruno Herreira (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal que determine ao setor competente da administração, em caráter de complemento e ampliação à Indicação nº 020/2026, de autoria do Vereador Reinaldo Codognato, a expansão das ações de educação para o trânsito em nosso município. Solicita-se que o foco dessas campanhas seja levado...",Indicação nº 093/2026
092,2026,07/05/2026,Encaminhado,Renato Vieira de Brito (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades da urgente realização de serviços para a instalação de grades de proteção sobre as canaletas abertas de escoamento de água situadas no pátio e áreas de convivência da Escola Municipal Prof º Jair Luiz da Silva. A...",Indicação nº 092/2026
091,2026,07/05/2026,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de realizar a devida manutenção e reforma do muro já existente ou a construção de um novo muro ao redor do Estádio Municipal Raphael Capelli. Esse pedido é necessário pois os eucaliptos que cercavam o local foram...",Indicação nº 091/2026
090,2026,07/05/2026,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de implantar redutores de velocidade (lombadas) nos seguintes locais: 1) na Avenida Edwirges Anna Aparecida Trevisan, no Bairro Fuentes, especificamente nas proximidades da Igreja Pentecostal Monte Gerizim; 2) na...",Indicação nº 090/2026
089,2026,04/05/2026,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de executar obras para a implantação de acessibilidade para cadeirantes, através de rampas de acesso e demais adequações necessárias, no prédio do Centro de Atenção Psicossocial (CAPS I). A presente propositura...",Indicação nº 089/2026
088,2026,29/04/2026,Encaminhado,Bruno Herreira (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de implantar um redutor de velocidade (lombada) na Rua dos Viveiros, no trecho que dá acesso aos bairros Delta Ville. Essa é uma solicitação feita diretamente pelos moradores da região, que estão muito preocupados...",Indicação nº 088/2026
087,2026,28/04/2026,Encaminhado,"Adriano de Marcos Lopes (Autor), Bruno Herreira (Autor), Teresinha de Lourdes Freitas Regodanso (Autor)","Indicamos ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de substituir a entrega física das cestas básicas, atualmente distribuídas pela Assistência Social, por um cartão com crédito ou vale-alimentação no mesmo valor para as famílias beneficiárias. Essa mudança tem...",Indicação nº 087/2026
086,2026,27/04/2026,Encaminhado,"Adriano de Marcos Lopes (Autor), Teresinha de Lourdes Freitas Regodanso (Autor)","Indicamos ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de realizar melhorias e a devida manutenção no alambrado do campo society localizado no Bairro Jardim Paulista, situado ao lado do campo sintético. Essa é uma solicitação muito importante feita pelos moradores e...",Indicação nº 086/2026
085,2026,27/04/2026,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de adotar providências para garantir mais agilidade nos serviços de troca e manutenção das lâmpadas de LED da iluminação pública em nosso município. A presente propositura atende às constantes reclamações da nossa...",Indicação nº 085/2026
084,2026,27/04/2026,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de criar um espaço dedicado ao lazer e à prática de esportes no bairro Jardim Junqueirópolis. Essa é uma solicitação muito especial feita pelos próprios moradores da localidade, que sentem a necessidade de um...",Indicação nº 084/2026
083,2026,27/04/2026,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de realizar os serviços de roçada do mato, limpeza geral e poda das árvores no caminho de pedestres que interliga os bairros Carmesim II e Pioneiros, dando atenção especial à remoção dos galhos que estão encobrindo...",Indicação nº 083/2026
082,2026,23/04/2026,Encaminhado,Renato Vieira de Brito (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de realização de tratativas para viabilizar uma Parceria Público-Privada focada na oferta de cursos profissionalizantes gratuitos, unindo a infraestrutura do Executivo Municipal e as empresas instaladas no Distrito...",Indicação nº 082/2026
081,2026,23/04/2026,Encaminhado,Renato Vieira de Brito (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de realização de adequações na sinalização viária da Rua São Salvador, especificamente no ponto onde funcionava a antiga Farmácia Santo Antônio, transformando a antiga vaga exclusiva de farmácia em vagas de...",Indicação nº 081/2026
080,2026,19/04/2026,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de construção de uma quadra esportiva na modalidade basquete 3x3 em uma área pública estratégica que atenda aos bairros Jardim Paulista, Jardim Esperança, Américas e bairros adjacentes.  Nota-se que as atuais...",Indicação nº 080/2026
079,2026,19/04/2026,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de realizar melhorias no sistema de iluminação, compreendendo a instalação de refletores adequados, no campo de futebol situado no Bairro Carmesim I. A presente propositura atende a uma solicitação direta dos...",Indicação nº 079/2026
078,2026,16/04/2026,Encaminhado,"Samir Edson Tino (Autor), Renato Vieira de Brito (Autor)","Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de realizar obras de reforma geral nos vestiários do Estádio Municipal Raphael Capelli, englobando também a construção de um banheiro de uso exclusivo dos funcionários, de uma sala ou pequeno escritório para...",Indicação nº 078/2026
077,2026,16/04/2026,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de identificar o local mais adequado e promover a implantação de um redutor de velocidade (lombada) na extensão da Rua General Costa e Silva. A presente propositura atende às constantes reivindicações dos...",Indicação nº 077/2026
076,2026,15/04/2026,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de implantar um redutor de velocidade (lombada) na extensão da Avenida João Furini, mais especificamente nas proximidades do estabelecimento conhecido como ""Buffet Imaginação"". A presente propositura visa...",Indicação nº 076/2026
075,2026,09/04/2026,Encaminhado,"Teresinha de Lourdes Freitas Regodanso (Autor), Adriano de Marcos Lopes (Autor), Samir Edson Tino (Autor)","Indicamos ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de celebração de um convênio junto ao Consórcio Intermunicipal de Saúde da Nova Alta Paulista (CISNAP), com o objetivo de custear e disponibilizar sessões gratuitas de equoterapia para crianças, jovens e adultos...",Indicação nº 075/2026
074,2026,09/04/2026,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de realizar o cumprimento da Portaria MTE nº 2.021, de 3 de dezembro de 2025. A medida requer a disponibilização obrigatória, fácil e irrestrita dos laudos técnicos caracterizadores de insalubridade a todos os...",Indicação nº 074/2026
073,2026,06/04/2026,Encaminhado,Bruno Herreira (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de autorizar os servidores públicos municipais a utilizarem seus créditos decorrentes dos valores retroativos do projeto de ""descongelamento"" do tempo de serviço para realizar a compensação e o pagamento de contas...",Indicação nº 073/2026
072,2026,06/04/2026,Encaminhado,"Bruno Herreira (Autor), Elizeu Adriano (Autor)","Indicamos ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de executar obras e serviços para a adequação do sistema de iluminação pública em toda a extensão da praça situada no bairro Cristo Redentor. A presente propositura atende às reivindicações dos moradores e tem...",Indicação nº 072/2026
071,2026,06/04/2026,Encaminhado,"Bruno Herreira (Autor), Elizeu Adriano (Autor)","Indicamos ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de realizar um mutirão geral de limpeza pública, contemplando de forma intensiva os serviços de varrição, capinação, roçada de mato e recolhimento de galhos e entulhos em todas as ruas, calçadas, praças, áreas...",Indicação nº 071/2026
070,2026,06/04/2026,Encaminhado,Bruno Herreira (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de instalar, no mínimo, 2 (duas) lixeiras no entorno do playground situado no Bairro Delta Ville II. A presente propositura tem o objetivo de garantir a limpeza, a conservação e a higiene desse importante espaço de...",Indicação nº 070/2026
069,2026,02/04/2026,Encaminhado,Renato Vieira de Brito (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de implantar um redutor de velocidade (lombada) na Avenida Campos Salles, especificamente no trecho localizado entre as escolas Escola Estadual Prof º Idene Rodrigues dos Santos e Escola Municipal Prof º Jair Luiz...",Indicação nº 069/2026
068,2026,01/04/2026,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de implantar lombofaixas (faixas de pedestres elevadas) em dois pontos específicos: na Avenida Bandeirantes, defronte à Escola Municipal Professora Shigueko Oto Iwaki, e na Rua Washington Luis, na lateral da...",Indicação nº 068/2026
067,2026,01/04/2026,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de disponibilizar um veículo de grande porte ou de uma condução adequada exclusivamente para realizar a coleta de folhas varridas na cidade, bem como a elaboração de um cronograma oficial para que esse recolhimento...",Indicação nº 067/2026
066,2026,30/03/2026,Encaminhado,"Adriano de Marcos Lopes (Autor), Teresinha de Lourdes Freitas Regodanso (Autor)","Indicamos ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de instalar bancos, lixeiras e um playground nas proximidades da área verde localizada no Bairro Frei Galvão. A presente propositura atende aos anseios dos moradores do bairro Frei Galvão, que solicitam...",Indicação nº 066/2026
065,2026,30/03/2026,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de substituir as antigas lâmpadas de vapor de sódio por luminárias com tecnologia LED no cruzamento da Rua Nazareno Cedroni com a Rua Augusto Escosa Nogueira, bem como a continuidade e expansão desse programa de...",Indicação nº 065/2026
064,2026,30/03/2026,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de denominar oficialmente como ""Sandra Gonçalves Amaral"" a academia ao ar livre instalada no bairro Duas Barras, uma das pioneiras do bairro, além de ser muito conhecida devido ao comércio que a família tem no...",Indicação nº 064/2026
063,2026,30/03/2026,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de executar obras para a construção de banheiros e de um pequeno vestiário no complexo esportivo localizado no bairro Alto do Cene. A presente propositura atende a um pedido da comunidade local e visa oferecer uma...",Indicação nº 063/2026
062,2026,26/03/2026,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de instalação de mais mesas com bancos, bem como a implantação de um bebedouro de água gelada (nos mesmos moldes do equipamento instalado no corredor do CEFE), nas dependências da Praça do Cristo. A presente...",Indicação nº 062/2026
061,2026,26/03/2026,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de realizar adequações na sede do Clube da Viola, compreendendo a instalação de rede de internet Wi-Fi, a pintura do logotipo da entidade de forma destacada na fachada, a implantação de um sistema de iluminação...",Indicação nº 061/2026
060,2026,26/03/2026,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de executar um cronograma de ações e atividades culturais periódicas integradas entre os músicos do Clube da Viola e os alunos do Projeto Guri em nosso município. O objetivo desta indicação é valorizar e manter...",Indicação nº 060/2026
059,2026,23/03/2026,Encaminhado,"Adriano de Marcos Lopes (Autor), Teresinha de Lourdes Freitas Regodanso (Autor)","Indicamos ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de executar serviços de manutenção e reparo na cobertura do dojô municipal (Academia de Judô), espaço onde são realizadas as atividades e treinamentos de Karatê e Judô. A presente propositura atende a um pedido...",Indicação nº 059/2026
