Numero,Ano,Data,Situacao,Autores,Ementa,Titulo
225,2024,12/12/2024,Encaminhado,"Anderson Marcos Viana (Autor), Valdir Aparecido de Oliveira (Autor)","Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de instituir, no município de Junqueirópolis, a Festa Cristã, a ser realizada anualmente, com o objetivo de promover a cultura cristã, o turismo religioso e a integração da comunidade. Sugiro que o evento conte...",Indicação nº 225/2024
224,2024,05/12/2024,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal que estude as possibilidades no sentido de estar disponibilizando rádios comunicadores aos motoristas que atuam no serviço de transporte escolar, tendo em vista que certos lugares não são possível acessar a comunicação através de telefones celulares. A comunicação por rádios será de...",Indicação nº 224/2024
223,2024,05/12/2024,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal que determine ao setor de obras do município, providencias quanto a pavimentação asfáltica que está se desintegrando no final da Avenida Junqueira (Jardim Alvorada), recentemente recapeado pela atual administração. Solicito também providencias imediata quanto a erosão que está se...",Indicação nº 223/2024
222,2024,05/12/2024,Encaminhado,Sofia Rodrigues dos Santos (Autor),Indico ao Excelentíssimo Senhor Prefeito Municipal que estude as possibilidades no sentido de estar denominando o nome da saudosa Senhora Amélia Cavichia Pinatto para a Casa do Artesanato de nossa cidade. Nosso pedido se justifica por se tratar de uma pioneira que foi muito respeitada e querida no seio de nossa comunidade durante os...,Indicação nº 222/2024
221,2024,04/12/2024,Encaminhado,Teresinha de Lourdes Freitas Regodanso (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de realizar a manutenção do telhado e paredes da Biblioteca Municipal em razão das infiltrações decorrentes dos períodos de chuva, bem como proceder uma reforma geral. As infiltrações de água representam um risco...",Indicação nº 221/2024
220,2024,04/12/2024,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração em conjunto com a Associação Comercial e Empresarial de Junqueirópolis (ACEJ), as possibilidades de criar vagas destinadas à carga e descarga no quadrilátero central da cidade. Essa indicação se justifica pela frequência com que...",Indicação nº 220/2024
219,2024,28/11/2024,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de melhorias no escoamento de água na Rua da Amora, esquina com a Rua do Caju. Segundo relatos dos moradores, alagamentos frequentes têm afetado as residências da região, causando transtornos. Solicito que sejam...",Indicação nº 219/2024
218,2024,28/11/2024,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de realizar melhorias nos pontos críticos da estrada rural do bairro Juriti. Segundo os moradores, em alguns trechos a estrada está abaixo do nível das saídas de água, o que tem causado alagamentos. Essas...",Indicação nº 218/2024
217,2024,28/11/2024,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de implementar ao menos duas vagas exclusivas para motos que estejam fazendo serviços de carga e descarga em cada quarteirão da Rua Rui Barbosa. Essa medida beneficiaria diretamente motoboys, entregadores de...",Indicação nº 217/2024
216,2024,27/11/2024,Encaminhado,Valdir Aparecido de Oliveira (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração e dentro dos parâmetros da Lei de Responsabilidade Fiscal, as possibilidades de conceder reajuste anual de 12,00% (doze por cento) nos salários de todos os servidores públicos municipais do Poder Executivo de Junqueirópolis, a contar...",Indicação nº 216/2024
215,2024,27/11/2024,Encaminhado,Teresinha de Lourdes Freitas Regodanso (Autor),"Indico à estimada empresa Elektro Redes S.A. que avalie a possibilidade de realizar a poda da árvore localizada na esquina da Rua Santa Terezinha com a Rua Recife. A referida árvore está entre os fios de energia, representando riscos durante dias de chuva e vento, o que tem causado quedas de energia e transtornos aos moradores.",Indicação nº 215/2024
214,2024,27/11/2024,Encaminhado,Teresinha de Lourdes Freitas Regodanso (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal que avalie, junto ao setor competente da administração, a possibilidade de implementar um redutor de velocidade na Rua Santa Terezinha, no trecho entre a Rua Recife e a Rua São Luiz. Os moradores expressaram preocupação com a alta velocidade dos veículos que transitam pela via,...",Indicação nº 214/2024
213,2024,26/11/2024,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal que avalie, junto ao setor competente da administração, a possibilidade de reimplantar o REFIS – Programa de Regularização de Débitos com o Fisco Municipal. Essa iniciativa tem como objetivo oferecer à população uma oportunidade acessível e ágil para quitar suas dívidas com o Município,...",Indicação nº 213/2024
212,2024,21/11/2024,Encaminhado,"Elio Furini Neto (Autor), Marisa Alves da Silva Costa (Autor)","Indico ao Excelentíssimo Senhor Prefeito Municipal que avalie, junto ao setor competente da administração, a possibilidade de instalar um ""playground pet"" em alguma praça da cidade, com preferência para a Praça do Cristo. Trata-se de um local bastante movimentado e frequentado por famílias, moradores e tutores de animais de estimação, o...",Indicação nº 212/2024
211,2024,20/11/2024,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal que avalie, junto ao setor competente da administração, a possibilidade de adotar as providências necessárias para o adequado direcionamento das águas pluviais na esquina da Avenida Internacional com a Rua São Paulo.",Indicação nº 211/2024
210,2024,20/11/2024,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal que avalie, junto ao setor competente da administração, a possibilidade de mobilizar uma equipe da prefeitura para realizar a manutenção e a limpeza dos centros comunitários do município. Alternativamente, sugiro o fornecimento de materiais e produtos de limpeza, buscando reduzir os...",Indicação nº 210/2024
209,2024,18/11/2024,Encaminhado,Valdir Aparecido de Oliveira (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal que avalie, junto ao setor competente da administração, a possibilidade de instalar uma placa na entrada da cidade com a mensagem: ""Esta cidade pertence ao Senhor Jesus."" Essa iniciativa pode fortalecer a identidade religiosa de nossa comunidade, além de valorizar as tradições culturais...",Indicação nº 209/2024
208,2024,14/11/2024,Encaminhado,Valdir Aparecido de Oliveira (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal que avalie, junto ao setor competente da administração, a possibilidade de realizar a sinalização de solo indicando a velocidade permitida na Rua Rui Barbosa. A medida se justifica pela crescente preocupação com a segurança viária, especialmente em um período de maior movimentação no...",Indicação nº 208/2024
207,2024,14/11/2024,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal que avalie, junto ao setor competente da administração, a possibilidade de ajustar as medidas e a profundidade das canaletas localizadas em frente ao Centro de Fisioterapia, na Avenida Bandeirante, e na Rua Goiânia, esquina com a Avenida Bandeirante. Essa solicitação é baseada em relatos...",Indicação nº 207/2024
206,2024,07/11/2024,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal que avalie, junto ao setor competente da administração, a possibilidade de instalar sinalização em frente aos Centros Educacionais Infantis (CEIs), destacando vagas prioritárias para cadeirantes e autistas. A presença de sinalização adequada facilita o acesso e promove a inclusão,...",Indicação nº 206/2024
205,2024,07/11/2024,Encaminhado,Valdir Aparecido de Oliveira (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal que avalie, junto ao setor competente da administração, a possibilidade de construir uma canaleta na Avenida João Furini, nas proximidades do Residencial Athenas, para melhorar o escoamento das águas.",Indicação nº 205/2024
204,2024,06/11/2024,Encaminhado,Elio Furini Neto (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal que avalie, junto ao setor competente da administração, a possibilidade de organizar um mutirão de limpeza dos bueiros, especialmente nos pontos conhecidos por alagamentos. Essa medida se justifica, pois as recentes chuvas evidenciaram os potenciais estragos que podem ocorrer.",Indicação nº 204/2024
203,2024,05/11/2024,Encaminhado,Sofia Rodrigues dos Santos (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal que avalie, junto ao setor competente da administração, a possibilidade de homenagear o saudoso Milton Tramonti Crenitte atribuindo seu nome a uma rua ou ponto de referência significativo em nosso município. Pioneiro em nossa comunidade, ele dedicou décadas de sua vida à atividade rural,...",Indicação nº 203/2024
202,2024,23/10/2024,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal que avalie, junto ao setor competente da administração, a possibilidade de reestruturar o Conselho Cultural Municipal. Essa iniciativa poderá abrir novas portas para buscar recursos em âmbito estadual e federal, fortalecendo os eventos do nosso calendário e, ao mesmo tempo, destinando os...",Indicação nº 202/2024
201,2024,23/10/2024,Encaminhado,Teresinha de Lourdes Freitas Regodanso (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal que avalie, junto ao setor competente da administração, a possibilidade de instalar uma cobertura no banco já existente na unidade Estratégia Saúde da Família III. Atualmente, o espaço fica exposto à chuva ou ao sol intenso, o que tem desmotivado o uso. Com essa melhoria, esperamos...",Indicação nº 201/2024
200,2024,18/10/2024,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de destinar recursos anuais para a substituição preventiva dos encanamentos da rede de água do município, levando em consideração que boa parte da infraestrutura atual é bastante antiga e necessita de renovação...",Indicação nº 200/2024
199,2024,16/10/2024,Encaminhado,Valdir Aparecido de Oliveira (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de conceder uma gratificação de 25% aos funcionários do setor de pintura da Prefeitura Municipal. Essa medida visa reconhecer o trabalho realizado por esses servidores e valorizar seus esforços.",Indicação nº 199/2024
198,2024,16/10/2024,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de alterar o horário de trabalho dos coletores de lixo durante este período de calor intenso. A proposta é que as atividades iniciem mais cedo, preferencialmente de madrugada, permitindo que os coletores estejam...",Indicação nº 198/2024
197,2024,16/10/2024,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de ativar a iluminação no ponto de ônibus localizado ao lado da Distribuidora Alimentos Francisco Ikeda. Essa solicitação tem sido feita há algum tempo pelos usuários do transporte público, e a medida traria mais...",Indicação nº 197/2024
196,2024,16/10/2024,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, reforçando a indicação n° 124/2022, de autoria do Vereador Anderson Marcos Viana, que estude junto ao setor competente da administração, as possibilidades de cercar devidamente o poço artesiano na Rua Independência, localizado entre a Rua Curitiba e a Avenida Bandeirantes. Tal indicação...",Indicação nº 196/2024
195,2024,16/10/2024,Encaminhado,Teresinha de Lourdes Freitas Regodanso (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de espelhos nos banheiros do recinto da Aceruva. A instalação de espelhos nos banheiros contribuiria para melhorar as condições de uso das instalações, promovendo uma experiência mais agradável e valorizando o...",Indicação nº 195/2024
194,2024,08/10/2024,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de instalar cabines climatizadas nos tratores da Associação Agrícola. A medida visa proporcionar mais conforto e segurança aos trabalhadores, especialmente considerando as elevadas temperaturas e as longas jornadas...",Indicação nº 194/2024
193,2024,07/10/2024,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de adotar medidas para solucionar a questão da falta de água em algumas áreas do Bairro Alto do Cene. Tal medida se faz necessária para garantir o abastecimento regular e adequado aos moradores, uma vez que a falta...",Indicação nº 193/2024
192,2024,02/10/2024,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de ligar a caixa d&#039;água do Bairro Colina Verde. A falta de água tem afetado uma parte significativa da nossa cidade, causando diversos transtornos à população.",Indicação nº 192/2024
191,2024,01/10/2024,Encaminhado,Valdir Aparecido de Oliveira (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de instalar telas de proteção nas laterais e no fundo do campo do Bairro Residencial das Américas, a fim de evitar que a bola se afaste e coloque em risco os jovens e motoristas. Além disso, proponho a instalação...",Indicação nº 191/2024
190,2024,01/10/2024,Encaminhado,Valdir Aparecido de Oliveira (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de construir duas bocas de lobo e instalar tubulações para melhorar o escoamento das águas pluviais no bairro Frei Galvão, no cruzamento da Rua Professora Terezinha Romanini com a Rua Akira Katayama.",Indicação nº 190/2024
189,2024,25/09/2024,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de adquirir, por meio de recursos próprios ou convênios com o Estado, o prédio onde funcionava a antiga Faculdade de Junqueirópolis, com o objetivo de transformá-lo em uma escola estadual. A estrutura existente já...",Indicação nº 189/2024
188,2024,24/09/2024,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de instalar alambrados na quadra de basquete, no playground e ao lado do mini campo de futebol localizados na Rua Santos Dumont, no Bairro Alto do Cene. A medida visa garantir a segurança das crianças que utilizam...",Indicação nº 188/2024
187,2024,24/09/2024,Encaminhado,Teresinha de Lourdes Freitas Regodanso (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal que estude as possibilidades no sentido de estar revendo os nomes das ruas constantes nos incisos V, VI, VII, VIII e IX, do artigo 3º do Projeto de Lei nº 046/2024, em tramite nesta Casa de Leis, por nomes de pessoas que foram muito conhecidas e queridas no seio de nossa comunidade....",Indicação nº 187/2024
186,2024,24/09/2024,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de oferecer cursos técnicos em diversas áreas, como inteligência artificial, robótica, automação, eletrônica embarcada e pilotagem de drones, entre outros. Essas formações, voltadas para o público jovem, visam...",Indicação nº 186/2024
185,2024,19/09/2024,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de realizar a manutenção das laterais da Rua Paraná, no Bairro Cristo Redentor, visto que o acostamento se encontra em condições precárias, dificultando o trânsito de pedestres, que acabam sendo obrigados a...",Indicação nº 185/2024
184,2024,19/09/2024,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, reforçando a indicação n° 118/2021, de autoria do vereador Reinaldo Codognato, que estude junto ao setor competente da administração, as possibilidades de promover a inclusão digital e social, bem como incentivar ações de governo eletrônico voltadas à população. Além disso, sugiro que...",Indicação nº 184/2024
183,2024,19/09/2024,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de realizar um levantamento detalhado de todas as nascentes do município, visando sua recuperação futura por meio do plantio de árvores nativas do nosso bioma. Diante dos sérios problemas de degradação ambiental...",Indicação nº 183/2024
182,2024,19/09/2024,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de realizar a aplicação de veneno nos bairros. Essa medida visa complementar o já indicado uso do fumacê, com o objetivo de mitigar os problemas enfrentados pela população, que se encontra sem alternativas diante...",Indicação nº 182/2024
181,2024,19/09/2024,Encaminhado,Rui Domingos da Silva (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de renomear uma das ruas listadas nos incisos IV, V, VI, VII, VIII e IX do artigo 3º do Projeto de Lei nº 046/2024, em tramitação nesta Casa de Leis, em homenagem ao saudoso Senhor Salvador Vieira de Souza, que foi...",Indicação nº 181/2024
180,2024,19/09/2024,Encaminhado,Valdir Aparecido de Oliveira (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de implantar canaletas para o escoamento de água na Rua das Figueiras, no cruzamento com a Alameda Paraíso, e na Rua Domingos Faria de Abreu Catuna, nos bairros Jardim Campo Bello e Jardim Catuna, respectivamente....",Indicação nº 180/2024
179,2024,17/09/2024,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de implantar uma Residência Inclusiva no município, destinada ao acolhimento de pessoas a partir de 18 anos que se encontram em situação de vulnerabilidade social e que não possuem amparo familiar. A implementação...",Indicação nº 179/2024
178,2024,17/09/2024,Encaminhado,Marisa Alves da Silva Costa (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de ampliar a área destinada ao estacionamento de motocicletas na Avenida Junqueira, em frente ao estabelecimento comercial Libaneza Ferragens & Ferramentas. A demanda crescente de motociclistas na região e a...",Indicação nº 178/2024
177,2024,12/09/2024,Encaminhado,"Anderson Marcos Viana (Autor), Elio Furini Neto (Autor), Marisa Alves da Silva Costa (Autor), Paulo Sérgio Cordeiro (Autor), Teresinha de Lourdes Freitas Regodanso (Autor)","Indicamos ao Excelentíssimo Senhor Prefeito Municipal que estude as possibilidades no sentido de estar revendo os nomes das ruas constantes nos incisos V, VI, VII, VIII e IX, do artigo 3º do Projeto de Lei nº 046/2024, em tramite nesta Casa de Leis por nomes de pessoas que foram muito conhecidas e queridas no seio de nossa comunidade....",Indicação nº 177/2024
176,2024,10/09/2024,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de instalar um braço de luz com lâmpada LED na Avenida Paulista, na esquina com a Avenida Marconi, nas proximidades das casas da FEPASA. Esse pedido foi feito por moradores, que relatam preocupação com a falta de...",Indicação nº 176/2024
175,2024,05/09/2024,Encaminhado,Valdir Aparecido de Oliveira (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de realizar melhorias no Residencial das Américas, especificamente no cruzamento da Rua Peru com a Rua Colômbia. A construção de uma canaleta para escoamento de água é necessária nesse local para solucionar...",Indicação nº 175/2024
174,2024,03/09/2024,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de elaborar um planejamento anual para as despesas básicas voltadas à educação infantil. Este planejamento incluiria a aquisição de brinquedos, como motocas, bonecas, blocos de montar e carrinhos, bem como outros...",Indicação nº 174/2024
173,2024,03/09/2024,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de aplicar pedra brita na Alameda Vista do Sol e na estrada que liga o Bairro Fuentes ao Lar Santa Terezinha. Essa medida contribuiria significativamente para a redução da poeira na região, proporcionando mais...",Indicação nº 173/2024
172,2024,22/08/2024,Encaminhado,Teresinha de Lourdes Freitas Regodanso (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de instalar iluminação pública nas Ruas Piauí e José Amatruda, localizadas ao lado da Avenida Geraldo Fudo. Essa medida contribuiria significativamente para a segurança e bem-estar das pessoas que utilizam essas...",Indicação nº 172/2024
171,2024,20/08/2024,Encaminhado,Valdir Aparecido de Oliveira (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de instalar um transformador no Bairro Colina Verde, com o objetivo de ativar o poço profundo já existente na região.",Indicação nº 171/2024
170,2024,20/08/2024,Encaminhado,Paulo Sérgio Cordeiro (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de redirecionar adequadamente o fluxo de água pluvial na interseção entre a Avenida Campos Salles e a Avenida Junqueira. Atualmente, a água tem invadido as residências na região e não possui um escoamento adequado,...",Indicação nº 170/2024
169,2024,13/08/2024,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de instalar redutores de velocidade na Avenida João Furini. Recomendo a colocação de um próximo ao Bairro Campo Bello, um em frente ao Supermercado Troyano, outro em frente ao Ginásio de Esportes (onde o asfalto já...",Indicação nº 169/2024
168,2024,13/08/2024,Encaminhado,"Anderson Marcos Viana (Autor), Teresinha de Lourdes Freitas Regodanso (Autor)","Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de instalar placas informativas com os valores investidos na reforma do Velório Municipal e na iluminação da área verde do Bairro Jardim Pioneiros. Essa medida visa promover maior transparência para a...",Indicação nº 168/2024
167,2024,13/08/2024,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de substituir o playground de madeira localizado no Bairro Fluentes. Além disso, recomendo a retirada do playground no Bairro Pioneiros, que se encontra em condições precárias, oferecendo risco às...",Indicação nº 167/2024
166,2024,13/08/2024,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de contatar a empresa responsável pela manutenção das lâmpadas de LED no município. Em diversos locais, essas lâmpadas não estão funcionando adequadamente, com destaque para a Avenida Edwirges Anna Aparecida...",Indicação nº 166/2024
165,2024,31/07/2024,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de implementar uma rampa adequada e legalizada para os pescadores do município às margens do Rio Aguapeí (Rio Feio). A iniciativa poderia ser realizada em parceria com a Usina Viterra Bioenergia S.A. - Unidade Rio...",Indicação nº 165/2024
164,2024,31/07/2024,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de criar um centro educacional agroecológico. Esse centro serviria para capacitar produtores rurais e também incluiria alunos da rede municipal de ensino, proporcionando-lhes conhecimentos práticos sobre...",Indicação nº 164/2024
163,2024,25/06/2024,Encaminhado,Reinaldo Codognato (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de implementar um sistema de iluminação e irrigação na pista de motocross. A construção de um mecanismo de irrigação substituiria o uso de caminhão pipa, proporcionando mais eficiência e praticidade. Essa...",Indicação nº 163/2024
162,2024,20/06/2024,Encaminhado,Anderson Marcos Viana (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de realizar a poda das árvores do campinho no Bairro Cristo Redentor, especialmente aquelas que invadem o campo. Além disso, proponho que seja considerada a elevação do alambrado no lado das casas populares, a fim...",Indicação nº 162/2024
161,2024,20/06/2024,Encaminhado,Valdir Aparecido de Oliveira (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de estabelecer a Semana de Combate ao Fumo em nosso município. Essa iniciativa poderia incluir a promoção de palestras e dinâmicas de conscientização e prevenção nas escolas do município, visando informar a...",Indicação nº 161/2024
160,2024,20/06/2024,Encaminhado,"Elio Furini Neto (Autor), Anderson Marcos Viana (Autor), Marisa Alves da Silva Costa (Autor), Paulo Sérgio Cordeiro (Autor), Teresinha de Lourdes Freitas Regodanso (Autor)","Indicamos ao Excelentíssimo Senhor Prefeito Municipal, reforçando a indicação n° 154/2023, que estude junto ao setor competente da administração, as possibilidades de estabelecer uma parceria com a Usina Viterra, viabilizando a criação de um sistema de contenção das águas pluviais no bairro Vila São João, como a implementação de...",Indicação nº 160/2024
159,2024,20/06/2024,Encaminhado,"Elio Furini Neto (Autor), Anderson Marcos Viana (Autor), Marisa Alves da Silva Costa (Autor), Paulo Sérgio Cordeiro (Autor), Teresinha de Lourdes Freitas Regodanso (Autor)","Indicamos ao Excelentíssimo Senhor Prefeito Municipal, reforçando a indicação n° 196/2023, que estude junto ao setor competente da administração, as possibilidades de implementar melhorias na praça situada na Rua Internacional, no Bairro Jardim Paulista. Nesse sentido, considerar a instalação de uma torneira na praça e o plantio de...",Indicação nº 159/2024
158,2024,20/06/2024,Encaminhado,"Elio Furini Neto (Autor), Anderson Marcos Viana (Autor), Marisa Alves da Silva Costa (Autor), Paulo Sérgio Cordeiro (Autor), Teresinha de Lourdes Freitas Regodanso (Autor)","Indicamos ao Excelentíssimo Senhor Prefeito Municipal, reforçando a indicação n° 115/2021, que estude junto ao setor competente da administração, as possibilidades de realizar um estudo junto ao setor competente da administração para avaliar a possibilidade de implementar mudanças no Estatuto dos Servidores Municipais de Junqueirópolis....",Indicação nº 158/2024
157,2024,20/06/2024,Encaminhado,"Elio Furini Neto (Autor), Anderson Marcos Viana (Autor), Marisa Alves da Silva Costa (Autor), Paulo Sérgio Cordeiro (Autor), Teresinha de Lourdes Freitas Regodanso (Autor)","Indicamos ao Excelentíssimo Senhor Prefeito Municipal, reforçando as indicações n° 245/2023 e 049/2021 que estude junto ao setor competente da administração, as oportunidades para desenvolver e implementar um aplicativo voltado para a área da Saúde em Junqueirópolis. Esta indicação é crucial devido à imperativa necessidade de modernizar...",Indicação nº 157/2024
156,2024,19/06/2024,Encaminhado,Teresinha de Lourdes Freitas Regodanso (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de escolher um outro local para a instalação do ecoponto de coleta seletiva que está sendo planejado para a curva que dá início à vicinal Dr. José Siniciato. A população residente nas proximidades manifestou...",Indicação nº 156/2024
155,2024,17/06/2024,Encaminhado,Paulo Sérgio Cordeiro (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de utilizar drones para o combate à Dengue. Através de tal medida, será facilitado o processo de identificação de focos em locais de difícil acesso para as equipes de Agentes de Combate a Endemias, como imóveis...",Indicação nº 155/2024
154,2024,12/06/2024,Encaminhado,Teresinha de Lourdes Freitas Regodanso (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de implementar uma sinalização vertical indicando a velocidade máxima permitida nas proximidades da Escola 13 de Junho - Colégio Objetivo. Em especial, solicito atenção à Avenida Junqueira, que possui um grande...",Indicação nº 154/2024
153,2024,12/06/2024,Encaminhado,Valdir Aparecido de Oliveira (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de realizar a manutenção da estrada JQL 139, no Bairro Paraisinho. Atualmente, o mato está invadindo a via, dificultando o tráfego e necessitando de atenção para garantir a segurança e a acessibilidade dos...",Indicação nº 153/2024
152,2024,11/06/2024,Encaminhado,Rui Domingos da Silva (Autor),"Indico ao Excelentíssimo Senhor Prefeito Municipal, que estude junto ao setor competente da administração, as possibilidades de utilizar carros de som para avisar a população sobre o Projeto Limpeza Beleza. Esses avisos poderiam informar em quais setores da cidade o projeto estará atuando e as datas de retirada dos itens para cada setor....",Indicação nº 152/2024
